HUC_12,HU_12_NAME,HU_8_NAME,population,pop_density,household_inc,pov_below,over_65,under_18,edu_hs_max,edu_degree,owner_occ,white_non_hisp,native,mean_elevation,max_elevation,min_elevation,mean_slope,stream_order,species_rich,bull_trout,esu_count,impaired,pct_public,natural_cover,impervious,stream_length,PUGET,YAKIMA,WILLAM,area
170300010405,Cooke Creek,YAKIMA,1777.92580993203,1059.01461358097,58407.7151998379,0.13085474370557,0.244912593962203,0.40063782754531,0.37218552908270103,0.302257543143076,0.796765278243796,0.854922957157572,0.030781082951569,1005.0061622731941,1780,444,0.05658148064516129,4,4,0,3,1,0.09981175950743941,0.6412354804486795,1.9188619816513,154.196,0,1,0,11235.633865195994
170300010406,Upper Park Creek,YAKIMA,319.167649874328,17.6204980705065,44882.1703745005,0.237074994139636,0.286736918344312,0.246287323408833,0.231540762637654,0.49139867817774,0.802764208922701,0.929911782361157,0.0305911742964936,796.5205786979296,1330,531,0.03158040478260869,3,1,0,3,0,0.25093036172318023,0.9045810353489651,1.43005024072331,151.143,0,1,0,16086.963281880144
170300010407,Lower Park Creek,YAKIMA,545.703410055207,25.0288530817439,58681.7294068356,0.113389888631273,0.270751092657937,0.35820877101882,0.191173507403554,0.425016326711351,0.842168570343853,0.9406196188729,0.0215356388656637,573.1597904387688,1018,444,0.009781295,4,3,0,3,0,0.002525319469872602,0.2906204807578553,1.9177817386064,76.355,0,1,0,5748.108078295393
170300010408,Lower Naneum Creek-Wilson Creek,YAKIMA,22690.9376520117,2859.20815761728,35946.0101766535,0.361961835592119,0.154281879696329,0.223632865488581,0.228594605865905,0.459465675405407,0.412120118532797,0.824312784438419,0.0196414018360112,788.2742474916388,1900,431,0.022931423205128205,4,5,0,3,1,0.013985239246596138,0.3488033451272558,6.03341837764096,253.399,0,1,0,15029.251144380427
170300010409,Cherry Creek,YAKIMA,940.881843345006,37.5715781445094,66135.1921798191,0.04426901772407,0.25076818767257397,0.37148018747712,0.18040157858366,0.38354073371588,0.805515739825372,0.906596929493802,0.0205943885793284,661.1769461077844,1091,430,0.01816085347826087,5,3,0,3,0,0.0017861703194776404,0.5118514425889957,1.73456560254767,163.57,0,1,0,13064.520756064703
170300010501,Upper Swauk Creek,YAKIMA,77.6923348562999,34.2629013449822,51057.9617172052,0.0199789769280399,0.419013214666508,0.0931787023898545,0.295307920336423,0.444762991151381,0.894150252010514,0.997074472145073,0,1193.4746532156369,1928,742,0.09495085216216216,3,5,0,3,1,7.172692277313764e-4,0.9415206234227901,1.98565874255525,146.372,0,1,0,15853.571969849394
170300010502,Lower Swauk Creek,YAKIMA,193.143368216135,10.3307812861133,53111.2171167834,0.0476156770454025,0.264598433989461,0.18926658917322,0.293524107963613,0.430940101980827,0.86929699978006,0.937637840697689,0.0371474975154031,1019.6146472392638,1928,534,0.07801747806451613,4,7,1,3,1,0.11201716967230596,0.9369875463096179,1.94425950912153,77.623,0,1,0,9965.977840685086
170300010503,North Fork Taneum Creek,YAKIMA,0.0526183428336212,0.126768140834359,44420,0.177684210526316,1,0,0.365907828983898,0.267629094947252,1,1,0,1356.4590270976166,1880,883,0.077209583125,4,4,1,3,1,0.024455165380986084,0.9677163299399207,1.20112063066337,90.553,0,1,0,11956.38055817519
170300010504,Taneum Creek,YAKIMA,71.38659404542,25.6171101109612,58466.0638949975,0.115445347246849,0.348801896081162,0.265776796849311,0.343182773135437,0.34079889736079,0.735036124397009,0.911576176453528,0.00228489518840168,1000.8902891030393,1520,520,0.07576171483870968,4,6,1,3,1,0.5726891613661523,0.8925982664547178,2.13811537963403,95.681,0,1,0,10412.501984615668
170300010505,Morrison Canyon-Yakima River,YAKIMA,350.189912595443,225.855388096646,45270.5675580612,0.168008647754831,0.289273617008299,0.261027344981463,0.360213360530012,0.280255492687268,0.885824066917325,0.938835461370547,0.0116193468195208,734.1897506925208,1167,514,0.05688374263157895,6,10,1,3,0,0.021128398075138135,0.827698356764583,3.28406971924737,74.723,0,1,0,5360.995389944998
170300010506,Dry Creek,YAKIMA,392.084845273996,37.4112022859299,57649.5943003898,0.120228001576302,0.232193316812116,0.327437799008175,0.28129088616288,0.405456398320138,0.808080527837476,0.90798467625149,0.0149710297776248,735.2441569282137,1417,470,0.024175747118644068,3,5,0,3,0,0.058280927642523,0.7020604529485012,2.01133269244905,151.291,0,1,0,9297.433235674294
170300010507,Robinson Creek-Yakima River,YAKIMA,1432.88871209592,83.7964102926476,67827.4201585641,0.0756249456049275,0.306868765107167,0.315084193153563,0.313088712071167,0.40499107552885,0.777789417545902,0.903717559326149,0.020035675890161,706.7335875783166,1300,465,0.023931894050632913,6,8,1,3,0,0.306220130015545,0.5617624511332742,2.09488443433281,279.405,0,1,0,14217.83909659544
170300010508,South Fork Manastash Creek,YAKIMA,44.0192300078724,6.42093703383058,63414.7677026621,0.0965610424194356,0.436533506212782,0.371396919202096,0.298064735992045,0.395585672511892,0.798559347722226,0.895883759011361,0.0454346884223627,1372.7194570135746,1918,736,0.07126544721518988,4,3,0,3,1,0.06325625434221376,0.9456890791075836,1.59078930674787,128.946,0,1,0,12707.753190065414
170300010509,North Fork Manastash Creek,YAKIMA,7.11892508919394,0.704972117550956,71464.5180614921,0.0585935253073716,0.163635377677029,0.296248759578121,0.313068504421987,0.415611873872983,0.998001171171436,0.999286132561227,0,1224.3151432469303,1554,732,0.04946020125,3,2,0,3,0,0.30017226424041665,0.9304960405328692,1.85216933202103,51.029,0,1,0,5442.806161809324
170300010510,Currier Creek,YAKIMA,815.273802053946,145.656892130751,57465.5972915254,0.139069017051403,0.243412095935104,0.349134883548871,0.268234693694917,0.413231926974124,0.82367728457007,0.931124637745381,0.0178548307463426,816.7381107491857,1689,459,0.03003934557142857,4,3,0,3,1,0.04171784849203869,0.6836948030261599,2.47345556592631,175.721,0,1,0,11969.226460717431
170300010511,Manastash Creek-Yakima River,YAKIMA,1596.66125294912,90.5217802253408,79063.5930876056,0.0296907208671851,0.293318688327684,0.345613241118949,0.243667027623118,0.498312869117434,0.82972413738919,0.941503869027743,0.0145568350342714,670.4915498022294,1158,428,0.02156395101010101,6,8,1,3,0,0.07785065863704953,0.6436090475171576,2.08485447164197,176.325,0,1,0,10769.072198356402
170300010601,South Fork Wenas River,YAKIMA,14.1014387779181,0.341487297555017,52197,0.282240235814296,0.160111698110228,0.372697280342324,0.301050175029172,0.382730455075846,0.700476457684244,0.70455999597709,0.0026874313597739,1109.5830230826507,1537,697,0.07552405314814815,4,1,0,3,0,0.08398148498763501,0.9837684807488698,1.29305390996273,101.237,0,1,0,5131.437717025098
170300010602,Upper Wenas River,YAKIMA,23.2494228569917,1.07475633898279,53315.7650437107,0.270311094504364,0.214969658027981,0.107411770683626,0.298979026938532,0.387011771951257,0.859850931027325,0.905509727465465,0,1108.60875,1852,673,0.06976405261363636,4,2,0,3,0,0.1892654731680227,0.9678965675127503,1.63527766777164,154.443,0,1,0,12418.94781994908
170300010603,Middle Wenas Creek,YAKIMA,63.2306824591612,4.10704538224909,52197,0.282240235814296,0.178418660198538,0.316502826670869,0.301050175029171,0.382730455075846,0.794946626118719,0.826749198955298,0.00720102901860352,992.0325745682889,1537,577,0.07406506886363637,4,1,0,3,0,0.3598959667383879,0.9828860630575023,1.17855147993508,126.49,0,1,0,10026.117812049142
170300010605,Lower Wenas River,YAKIMA,3188.36098053339,114.741170737322,64378.3839442642,0.160320148585458,0.265261261961799,0.346894339598893,0.312942526180067,0.323501178187483,0.884900423808025,0.862224729303604,0.0232583270906753,664.9928475637014,1335,349,0.026331287499999998,4,4,0,3,0,0.16577356967173595,0.7962350961698638,1.30675039605642,205.686,0,1,0,17593.85939047146
170300010701,Umtanum Creek,YAKIMA,33.078961370621,1.82580620801065,61100.1006154237,0.200717838374634,0.18362342765987,0.221692263048027,0.280958912751095,0.422904932490866,0.963719535128088,0.988564369069627,0,879.49687677456,1239,415,0.0521826595,3,4,0,3,0,0.21065725029380403,0.9937672781492417,1.11665947042976,110.882,0,1,0,13791.928164987472
170300010703,Middle Squaw Creek,YAKIMA,0,0,0,0,0,0,0,0,0,0,0,698.5373452838242,948,520,0.0262915048,3,1,0,3,0,0,0.9912775090568752,1.44804663605359,70.797,0,1,0,9190.597794159403
170300010704,Lower Squaw Creek,YAKIMA,3.99749349043224,0.304644098416151,66136,0.04425658876181,0.241449395542901,0.241449395542901,0.180365296803653,0.383561643835616,0.995149261531821,0.989428254514493,0.00679894889914538,696.8114017961734,1135,389,0.04575891925925926,6,3,1,3,0,0.017593588271972684,0.978247233527217,1.62133371116087,70.741,0,1,0,9911.548859565342
170300010705,Mcpherson Canyon-Yakima Creek,YAKIMA,42.927432107956,11.0837392735195,66136,0.04425658876181,0.261195492838048,0.247522835159835,0.180365296803653,0.383561643835616,0.918136519812762,0.922619436975848,7.4951808178405e-4,619.6813953488372,1009,389,0.03365689074074074,6,8,1,3,1,0.06680449142116263,0.9304025045837981,1.42001747200182,57.25,0,1,0,4915.41595540313
170300010708,Roza Creek-Yakima River,YAKIMA,77.145879847065,10.9038505195625,61223.4947041926,0.0776018710581573,0.314265910132188,0.162477060648661,0.20807428050538,0.343532982089751,0.888210267807209,0.848018390359593,0.0590323913011181,656.4179258241758,1082,349,0.050656541636363635,6,8,1,3,0,0.1376810682481662,0.9579104733775543,1.48798391806827,107.862,0,1,0,11327.306283123105
170300010709,City of Selah-Yakima River,YAKIMA,14918.5866730329,1220.77555386641,52992.7650687243,0.157106190642077,0.232179777600481,0.395124572740992,0.270539178951985,0.315310670226672,0.70939735746391,0.804676306853273,0.0232239526344902,470.7452457839971,897,327,0.01710995910447761,6,11,1,3,1,0.02533526103256704,0.5127069752999778,6.40218421643551,164.50300000000001,0,1,0,10778.49419467958
170300020101,Headwaters Little Naches River,YAKIMA,3.8229995858871e-4,0.00889224008451357,62587,0.248148148148148,0,0,0.371853546910755,0.315789473684211,1,0.666666666666667,0,1306.9341176470589,1706,1005,0.07836699545454545,3,6,1,3,1,0.04314575222321196,0.9745911106852052,1.18832678340419,43.921,0,1,0,4827.094732564236
170300020102,Upper Little Naches River,YAKIMA,0.00456938071168174,0.0434337443947927,60668.9014151493,0.180840820767851,0,0.65174943420005,0.299486706053932,0.277021444430953,0.0223758486999255,0.992541383766692,0,1295.1218626155878,1852,923,0.083229809375,4,6,1,3,1,0,0.9700891251419926,1.11126528133604,109.55,0,1,0,11706.519627960546
170300020103,Crow Creek,YAKIMA,0.0382264371636493,1.82937771960182,60625,0.17930029154519,0.0623635785144382,0.250909476570412,0.297830374753452,0.276134122287968,0.249454314057753,0.947126531259498,0.0176244895801673,1476.9190268700072,2079,842,0.07741307039215686,4,6,1,3,1,0,0.9821544833775241,1.06992289021728,86.76,0,1,0,10571.389462952964
170300020104,Deep Creek,YAKIMA,10.9749238983699,0.215579476177705,40625.5711845284,0.1275360118076,0.274104140963548,0.220222219379378,0.30437744757874,0.203598711030336,0.897237852173149,0.967466425410734,0.0162667872946329,1550.4765142150804,2226,1050,0.1306659011904762,4,4,1,3,0,0,0.96256603594625,1.16305815824775,59.532,0,1,0,6199.462377923881
170300020105,Upper Bumping River,YAKIMA,14.4458136471375,0.206646854518685,40625.4166821783,0.127537911812261,0.307524405725692,0.207162312177187,0.304381172286102,0.203597116015695,0.892058732491482,0.954499861345366,0.0299959588245725,1436.6889643463498,2070,1023,0.08815237019047618,5,7,1,3,0,0,0.9306487797046104,1.0586207634225,134.207,0,1,0,11603.266175631448
170300020106,Upper American River,YAKIMA,2.01797359138375,0.474775333769476,44108.1349594691,0.136556911304612,0.492485467686041,0.0935998431063098,0.303248602516869,0.216226372651773,0.719733678789018,0.872126860200736,0.115233028175875,1552.3289986996099,2067,1049,0.11043091269230769,3,7,1,3,1,0,0.9748301598178325,1.1474646615152,99.931,0,1,0,12216.176690351533
170300020107,Lower American River,YAKIMA,1.4640086765526,0.032321486879103,40625,0.12754303599374,0.75,0,0.30439121756487,0.203592814371257,0.75,0.8,0.2,1394.656450137237,2048,850,0.09201786822222222,5,7,1,3,1,0,0.984736406490917,1.18783763780217,84.724,0,1,0,8398.867423471896
170300020108,Lower Bumping River,YAKIMA,1.7806477940525,0.0268118747355498,40625,0.12754303599374,0.596378119109253,0,0.30439121756487,0.203592814371257,0.801207293630249,0.840965834904199,0.159034165095801,1319.852893102321,2140,783,0.1422338374468085,5,7,1,3,1,0,0.9682640804725402,1.26462303059945,137.51,0,1,0,11908.450846223705
170300020109,Lower Little Naches River,YAKIMA,0,0,0,0,0,0,0,0,0,0,0,1229.4070619586942,1918,783,0.09626884433333334,5,7,1,3,1,0,0.9731947116516374,1.12674733722954,118.18,0,1,0,11553.737426484346
170300020201,Rock Creek,YAKIMA,28.3350127381505,182.656318312859,52197,0.282240235814296,0.399682329253034,0.0651218372036151,0.301050175029172,0.382730455075846,0.744055152333369,0.929156108421784,0.00603540517410072,1296.3201680672269,1852,655,0.1150763784375,5,4,1,3,0,0.11208874384567587,0.9491892311754994,1.48675362823037,45.915,0,1,0,4515.128807079409
170300020202,Lost Creek-Naches River,YAKIMA,252.628956863406,85.8466324516846,47461.3208703329,0.218932570708166,0.352778213345988,0.128477827173176,0.302417449952058,0.30942088141334,0.768405130175544,0.967145406119347,0.00723745448509109,1162.4378310214377,1916,655,0.07294146527272727,5,8,1,3,1,0.019137614007756407,0.9400385809554266,1.76435093138211,167.133,0,1,0,15645.741482753217
170300020203,Nile Creek,YAKIMA,82.9851621575953,17.2124542673911,40625,0.12754303599374,0.396069289679621,0.161787909069416,0.30439121756487,0.203592814371258,0.910471901131509,0.99592487171033,9.4810487786361e-4,1241.4604715672676,1949,612,0.09597580279069767,3,6,0,3,0,0,0.9456791888518675,1.64142586799784,83.538,0,1,0,8294.573067616158
170300020204,Upper Rattlesnake Creek,YAKIMA,15.4509826135739,0.187972768847113,40625,0.12754303599374,0.278402523626137,0.200788223078027,0.30439121756487,0.203592814371257,0.865580652199616,0.972692845964081,0.0136535770179594,1598.7119402985074,2290,1012,0.15658884892307692,3,6,1,3,0,0,0.9601222587286059,1.00693592335457,111.931,0,1,0,13288.243131515219
170300020205,Little Rattlesnake Creek,YAKIMA,17.7629026429798,0.892329240360886,40625,0.12754303599374,0.085834288206836,0.436546118532115,0.30439121756487,0.203592814371258,0.241073474728934,0.902356058452965,0.0195287883094071,1356.2555746140652,1899,632,0.1106312772413793,2,4,1,3,0,0.014470821836391683,0.9647329010109928,1.44744149296349,52.695,0,1,0,6552.3896830389795
170300020206,Lower Rattlesnake Creek,YAKIMA,27.3381115764176,47.2076611215703,40625,0.12754303599374,0.341214142136562,0.216492102686644,0.30439121756487,0.203592814371257,0.853248394208784,0.983275055216281,0.0079687508401659,1312.7182952182952,2290,601,0.1100870213095238,5,6,1,3,1,0.024359654238563327,0.943328364097619,1.42746491313923,156.404,0,1,0,14959.874079247393
170300020207,Dry Creek-Naches River,YAKIMA,230.370318909214,71.5473459380394,46096.9849986874,0.200693809996248,0.403875473205109,0.209451383967143,0.302811358021548,0.288300598905975,0.794726279386266,0.933490659269846,0.00913466681324308,997.4069620253165,1474,601,0.06582765405405405,5,8,1,3,1,0.02503296836388454,0.920069867310032,1.97948160961659,75.94,0,1,0,5768.719974836252
170300020208,Waterworks Canyon-Naches River,YAKIMA,251.873914738807,31.4730151091983,49742.4254374266,0.249333999624803,0.243787157781989,0.309528897538943,0.301900737428509,0.344506608136336,0.744773862034959,0.90439472047342,0.0236800431328473,955.8229305002213,1537,485,0.07964498452380953,5,8,1,3,1,0.20943877746435063,0.9516032888558964,1.63670943777456,90.515,0,1,0,8738.637183790857
170300020301,Clear Creek,YAKIMA,1.70932137319081,0.410186955677915,40637.9405165811,0.127383898985127,0.275003755406192,0.0937158235721753,0.304079250547228,0.203726406600711,0.641205678275167,1,0,1437.8167655786351,1796,914,0.08244861523809524,3,3,0,0,0,0,0.9636382541855617,1.60365848288025,35.998,0,1,0,5335.554103614869
170300020302,North Fork Tieton River,YAKIMA,4.89511462545929,4.55196193295213,40652.4368472986,0.127205629231229,0.403832715185602,8.6756829402522e-4,0.303729776317794,0.203876060374367,0.0086756829402522,1,0,1489.2185714285715,2345,904,0.1363517225,4,5,1,0,0,0,0.8678344012797455,1.11117907903573,120.722,0,1,0,11243.392269105323
170300020303,Upper South Fork Tieton River,YAKIMA,0,0,0,0,0,0,0,0,0,0,0,1626.468923418424,2362,1200,0.1200193314,3,3,1,0,0,0.006635546131012738,0.8843259950401161,1.30793861069503,74.969,0,1,0,7288.834055287795
170300020304,Lower South Fork Tieton River,YAKIMA,1.23608349313935,0.0442311711307597,40625,0.12754303599374,0.426048643020275,0,0.30439121756487,0.203592814371257,0.573951356979725,1,0,1483.7812879708383,2176,898,0.122183481,4,5,1,3,1,0.013344434163600056,0.9631337847104243,1.36219831695279,124.37,0,1,0,12959.364099544497
170300020305,Upper Tieton River,YAKIMA,16.8928152110051,22.297778931968,40625.0369512933,0.127542581582339,0.342724642876879,0.096105662867485,0.304390326751533,0.203593195840237,0.661612101637851,0.94080323572423,0.0591967642757695,1331.8385695187167,1995,857,0.07377985184210527,5,6,1,3,0,0,0.8706543029713341,1.6885456332647,69.211,0,1,0,11441.4075053806
170300020306,Middle Tieton River,YAKIMA,10.5005707916622,47.8616611709116,40625,0.12754303599374,0.112550996455204,0.271607802024355,0.30439121756487,0.203592814371257,0.645689238937347,0.809534163458231,0,1323.6339441535777,1942,787,0.0851997,5,7,1,3,0,0.0050267022024220636,0.956485475404547,1.66062663395379,90.373,0,1,0,8851.967014421316
170300020307,Oak Creek,YAKIMA,6.1855496164037,0.349252615557134,40625,0.12754303599374,0.136890831264439,0.176377768503509,0.30439121756487,0.203592814371257,0.332486688758559,0.968704057905897,0.00625918841882056,1220.3719943422914,1840,529,0.095485333125,3,6,1,3,0,0.2549680783805603,0.9562297092934678,1.5125219610219,93.223,0,1,0,8115.23801442227
170300020308,Tieton River,YAKIMA,61.1572494796936,181.940492942724,41292.5287962505,0.158687118528429,0.238407493903614,0.269821770189987,0.294582768127345,0.192631594211141,0.653085710093493,0.756131381737974,0.0828983702458896,1029.5909544396409,1895,486,0.11635082628205128,6,8,1,3,0,0.23732902285220261,0.9518203372404359,1.719505382521,131.576,0,1,0,11504.039942852858
170300020309,South Fork Cowiche Creek,YAKIMA,2.32920358627366,0.414518405564931,38845.4315951008,0.1442429440608,0.30436729190814,0.175655729416646,0.305567028086204,0.173903278846183,0.579967412527909,0.807224507393416,0,1370.8880952380953,2008,809,0.09551719833333333,4,4,1,3,1,0.4077449832521834,0.963223913763877,1.573921326472,87.863,0,1,0,9810.653960142005
170300020310,North Fork Cowiche Creek,YAKIMA,3983.75647801374,518.249445360294,46033.7796313322,0.206303531168786,0.215398207234246,0.507389098213019,0.320457000633804,0.141761886951326,0.635623546499342,0.484322328606923,0.0227701766397997,778.5357548240636,1543,475,0.04415957730769231,2,2,1,3,1,0.06187125610144992,0.5562628250648061,2.25495926019499,131.012,0,1,0,10134.319394505035
170300020311,South Fork Cowiche Creek-Cowiche Creek,YAKIMA,1454.41610160889,177.524987792142,66959.8210983422,0.131282943678226,0.258110196317721,0.401804927196155,0.239711142319888,0.32870140796569,0.819666663255837,0.740767465764787,0.0264986882169756,742.06400550585,1246,349,0.04622029956521739,6,5,1,3,1,0.20837123249665482,0.8177769156493813,1.41380595235804,172.319,0,1,0,11070.285841973817
