"HUC_12","BARREN","DECIDUOUS_FOR","DEVELOPED_LOW","DEVELOPED_MED","DEVELOPED_OPEN","EVERGREEN_FOR","GRASS_HERB","HERB_WETLANDS","MIXED_FOR","SHRUB_SCRUB","WATER","WOOD_WETLANDS","DEVELOPED_HIGH","PASTURE","CROPS","ICE_SNOW","HUC12_IMP"
170900010503,0.0102685662206438,0.000672890793384669,0.000464062591521921,0.000324843827149352,0.00130641844505727,0.804210225655945,0.0047352048876049,0.00177554568324997,0.00658235926461249,0.142572660974621,0.0268776701607783,0.000170879646453031,3.86718840469456e-05,0,0,0,1.1422767431681
170900010504,0.017836228118624,0.000382539936788796,0,0,0,0.836479815014265,0.00114382144599726,0.000365907706131608,0.0146101091325814,0.0530034359828477,0.0761448824719036,3.3264336798325e-05,0,0,0,0,1.12855009404907
170900010505,0.00103622371552851,0.000917321287375714,0.0208634809304605,0.0133718415911528,0.0327709246076424,0.834486720489686,0.0137433636650184,0.00304426323254528,0.0154084715265084,0.0412171509527948,0.0111254765650271,0.00374145444992308,0.00186299038356693,0.00641030031110315,0,0,2.89347829167949
170900010601,0.00422683885614795,0,0.00159619192621744,0.000261445048999926,0.00368722889364041,0.612816387909785,0.000397095094022295,0,0,0.0551226769885623,0.321705266385891,0.00018686819500134,0,0,0,0,1.10942221647393
170900010602,0.00919992732260002,0,2.64569000435252e-05,8.81896673383753e-06,0.00457745608186464,0.678536901866352,0.000537956951182407,0.000343939692293753,0,0.281907873080485,0.0240845987421885,0.000776069061913696,0,0,0,0,1.01516438311627
170900010603,5.0355957310906e-05,4.19632968069157e-05,0,0,0.00699195669995241,0.932359744224171,0.00146871538557722,0,0.00104848889328819,0.0568050565034067,0.000923192624880984,0.000310528417926526,0,0,0,0,1.02404529133441
170900010604,7.39028638373696e-05,1.8475714396081e-05,5.54271431743245e-05,1.847571443103e-05,0.0150727228923554,0.923384257462651,0.00146358473153894,0,0.00233783124712679,0.0572058107205975,0.000314087150678917,5.54271511111178e-05,0,0,0,0,1.11728000106206
170900010605,0,0,5.11157436925609e-05,6.74888119871077e-06,0.00436645619647168,0.908815165156848,0.0144528082155382,0,0.000643041649855703,0.0715947675644908,6.98934067005962e-05,0,0,0,0,0,1.16384915993551
170900010606,0,0,1.93025141348445e-05,0,0.0034984065487765,0.950170625724327,0.0035977376296131,0,0.000559772931881896,0.0421541541020683,0,0,0,0,0,0,1.13152115080934
170900010607,2.8946607141076e-05,1.44733035834782e-05,0.000188152946457612,0,0.00928322872598866,0.931296902215601,0.00321345027002956,0,0.0014521876142932,0.0541463564583984,7.23665255918534e-05,0.000289466059536263,1.44733036714232e-05,0,0,0,1.13116923025509
170900010608,0.00147972418609953,0.000571087678499187,0.00185755116932685,0.000424845574410609,0.0222157320073997,0.839861306574505,0.00564628057933581,0,0.00841187676238372,0.0971692427525924,0.000259181322174723,0,3.0346111382969e-05,0.0220728326257313,0,0,1.22004675383644
170900010701,0.000168038771630745,0.00154741399017154,0.000692412145651587,0.000167516750317614,0.010394103576964,0.923204974057926,0.00823693685708279,1.11677841962921e-05,0.011124893993596,0.0376686381005363,0.00534329224052552,0.000122845626740364,5.58389275241708e-05,0.00126192941370289,0,0,1.12116852429801
170900010702,3.22131623279302e-05,0.00734933467038528,0.00259297392858634,0.000434497966299923,0.0082023269771281,0.742646498473316,0.069156103370638,0.000238377383821266,0.0143352864572158,0.0922293385583996,4.53835068681146e-05,0.000343573350629281,5.15410567027048e-05,0.0622974509878724,4.50984237036744e-05,0,1.25111656378756
170900010703,0.0159426839260512,0.00456181174385127,0.00421879435744824,0.000961490166842027,0.0110352697424498,0.712974037507978,0.0299931561126441,0.00351902705377114,0.0439587887269855,0.058714301706482,0.0863812850799711,0.00364783451346745,7.91315674179266e-05,0.0237005147372996,0.000311871432016439,0,1.3241239632444
170900010801,1.99145279543397e-05,0.000417956966371415,0,0,0,0.724539400469552,0.125593116335035,7.96581106925132e-05,0.0197875271163736,0.12950268125502,0,5.97435837163755e-05,0,0,0,0,1.24940806538003
170900010802,0,0.00944641613435536,0.000744118285387479,0.000102254527696154,0.00257072639788953,0.592567064382268,0.135153807050515,2.92155817648565e-05,0.0275952834707841,0.184901636333387,0.000494775142844556,0.000146077901452906,2.92155816814152e-05,0.0462194093263262,0,0,1.30296896031651
170900010901,0,0.000116455632012396,0,0,0,0.971068924146395,0.000819783038542046,0,0.00626685606348085,0.0217279819609907,0,0,0,0,0,0,1.10796538210319
170900010902,0,1.63363523310649e-05,0,0,0,0.961472346334077,0.00216446524928079,0,0.0108921885142752,0.025413646989542,0,0,0,4.10181402868823e-05,0,0,1.10540921344704
170900010903,0,3.18602829444799e-05,0,0,0,0.963978229873903,0.0143993860545979,0,0.00721225690954592,0.0140702851600686,5.3100471927269e-05,0.000254882335604602,0,0,0,0,1.12755646033934
170900010904,0,0.00115972330016771,0,0,0,0.851183947346213,0.0852665752140807,0.000183742487159522,0.0253802219740982,0.0348482470997205,0.000125718539806551,0,0,0.00185182618979413,0,0,1.12446810187196
170900010905,0,0.00353567287347044,0.000162546820734501,0,0.00243971391559486,0.863815377417455,0.00947712130040538,3.53362647521865e-05,0.0370297683228884,0.0830238908262573,0,0,0,0.000480573138837306,0,0,1.11569285977348
170900010906,0.00757429439988394,0.0180593697346018,0.00257035589201902,0.000310885228202184,0.0138760095885238,0.396119405708556,0.0744976685275687,0.00566658996913112,0.0818338824496644,0.163406304488601,0.0960651876883433,0.00170275178816185,0.00014131144785958,0.136751935537529,0.00142404933015706,0,1.2792545412747
170900011001,6.79165635378441e-05,0.00429203545859348,0.00286977467179936,0.000822628480559827,0.00548304761390146,0.610927862271937,0.118135621961727,0.00044523192563323,0.0123384870903662,0.19899206807505,0.00108639312707845,0.00353947109745178,0.000524447817918931,0.040421586853412,5.3427830006086e-05,0,1.32630915014492
170900011002,0.00114823833950259,0.00284663378416167,0.0293503327086064,0.00679345387222172,0.0297718453937975,0.267265234276492,0.0521205144322818,0.00998918569432485,0.0113883710748225,0.0980235402345791,0.0176025690815807,0.0434856136425027,0.00222231872899462,0.42211241965483,0.00587967474325211,0,2.78136034412748
170900011003,0.000754997919133773,0.0159671236599051,0.0528052265080831,0.0318220313752244,0.0380992433741481,0.149070409800453,0.0283578067115748,0.0384324859703931,0.0574508202868382,0.0563571601359841,0.030475390190987,0.0627657703741103,0.00944540960750023,0.40872414778153,0.0194719261262218,0,5.94337160306567
170900020101,0,0.00104211445683172,0,0,0,0.90636793369154,0.0363473881152628,0,0.00942670640723474,0.0468158573401892,0,0,0,0,0,0,1.08079387493486
170900020102,0,0.00149994140184006,0.000241709209091388,3.45298868529369e-05,0.00372668996077702,0.736570525062064,0.161094774863446,0.000276238980497157,0.0154978377142246,0.0791931423439137,0,0.00186461407752742,0,0,0,0,1.12032727417371
170900020103,5.25104953584146e-05,0.000672134187873836,0.00129882797565965,0.000378075468108068,0.0116847787462925,0.604449457776362,0.117019047097517,0.000931442407704765,0.0273454343639325,0.183953020540524,0.000655530183635442,0.00522702841550932,0.000105020931962849,0.0462276910527173,0,0,1.21797438145726
170900020201,5.25713744278955e-06,0.000126789935615015,0,0,0,0.933964182702055,0.00924510312493371,0,0.00685575888526444,0.0484603496560645,0,5.36837668852713e-06,0,0.00133719345562021,0,0,1.07998917654329
170900020202,0,0.00069310786569958,0,0,0,0.890153345073723,0.0173671110378013,9.81391612644729e-05,0.0178485153918694,0.0725893831517674,6.7470669938849e-05,0.000894645550225405,0,0.000288283405041229,0,0,1.09437551890477
170900020203,0,0.00134587139253899,0,0,6.30392288306895e-06,0.880138746514165,0.0134382231473092,0,0.0147605757540111,0.0896253104091515,0,0,0,0.000684969606611923,0,0,1.06182485089499
170900020204,9.53810540263016e-05,0.011861891601325,0.000369985040043707,7.15357747509043e-05,0.00499337087023982,0.608073241065487,0.0879542181942742,0.000119226292668156,0.0357838775486419,0.229321324966808,0.00102107752337471,0.000406816049466827,1.19226291848646e-05,0.0198922779294401,2.38452579746308e-05,0,1.15933200501914
170900020205,0.000146801480905425,0.00227471591929526,0.00690278617022647,0.00288645914268707,0.0193272916256879,0.518846951941375,0.0920220732657856,0.00639249000327869,0.0344057646490316,0.205279709237257,0.0407031878393487,0.00649158965029349,0.00153669527519242,0.0622527381797341,0.000530743986045657,0,1.76177704658954
170900020301,0,0.00240328437044821,0,0,0,0.893239750393694,0.0260410648965301,0,0.00709872527917541,0.0712171795466398,0,0,0,0,0,0,1.08406852506293
170900020302,0.000169406822039573,0.00153714077953301,0.000260625852514962,9.12190584230566e-05,0.00130644277338577,0.598867608777903,0.115508407927172,7.81877638731595e-05,0.00193289811268872,0.277954552958067,0,0.000377907534292709,1.30312939517105e-05,0.00190256899436511,0,0,1.15090096012663
170900020303,0.000101773783952395,0.000857807621532114,0.00197745288521588,0.000232625800239714,0.0420452492018154,0.525625286782299,0.0480622185258233,0.00475463784793066,0.0287415375863819,0.291057456535096,1.95595466263361e-05,0.00800242363525988,0,0.0483843910754604,0.000137583131851409,0,1.25780655008774
170900020304,0.000453998994605922,0.00170697146980519,0.00173458814139037,5.59662761119532e-05,0.0358292606384117,0.505023538007679,0.0928607356707758,0.00082516746286564,0.0336608448539946,0.250684723367205,0.0625111257848904,0.00328232949118144,0,0.00993609484026851,0.0014346538422225,0,1.16144126705741
170900020305,6.00486801256346e-05,0.000896007575587818,0.0119571349663051,0.00521064452609221,0.0430364237303831,0.419293321210062,0.0542406877082323,0.0045814741798478,0.0629208356943186,0.245191548684529,0.000161260194304863,0.00690350527596207,0.00332859734320098,0.142201612755233,1.69058038141191e-05,0,2.24826052838409
170900020306,0,0.00394316248871665,0.0545253868402014,0.0240215107840836,0.0980800184135325,0.381846906699492,0.058644115539634,0.00839537617807715,0.0957217061795042,0.16149791718369,0.00020268303385685,0.00915383130670087,0.0080233559137545,0.0959440370083292,0,0,5.6983074157003
170900020401,0,0.00404221304354116,0.0107545019513561,0.00495200334987858,0.03407687825357,0.406534338376611,0.0646644639030814,0.0140354971376539,0.0877015892960788,0.182958856749186,0.00206601990457105,0.0101529083633016,0.00153092952852253,0.166996919569062,0.00953288734745737,0,2.0432613719498
170900020402,0,0.00416541628611538,0.00463489728174919,8.50695077041006e-05,0.0256085649463344,0.438548188647153,0.0290034422962238,0.0170736895771183,0.131454585147104,0.158397068232554,7.26975745089667e-05,0.0116439413285343,0,0.179312431347337,0,0,1.29853473653142
170900020403,0.00102985904647859,0.00329727817027186,0.0267525676060271,0.0130908913458941,0.0323636398285908,0.102070537502247,0.0212778180770865,0.0261547206715429,0.0704542484616379,0.0823178006189517,0.00273441752809083,0.00758686839689371,0.00144573784631159,0.605712552586864,0.0037110437332348,0,3.11675544270239
170900020404,0.00023102613700898,0.00341128865154699,0.0244444752321311,0.0110366007666568,0.0358699630169516,0.31915447332601,0.0378624409345615,0.0289594612234071,0.0693887674291295,0.116063642314368,0.00272555516750522,0.018629425649483,0.00293156952146156,0.324485969679135,0.00480534257672779,0,3.08336008021593
170900020405,0.000407583763157957,0.0235989540292071,0.0448123741840644,0.0242494545754427,0.0346718472039015,0.164915995807805,0.0498081936214369,0.0256023235106884,0.0746522612675846,0.073394102718516,0.00924771851500328,0.017549585112675,0.0130474236735938,0.444003971750078,3.82109796906969e-05,0,5.45561579854004
170900030101,8.3266744686524e-05,0.00389739958560019,0.00294798427498964,8.26996621139653e-05,0.0273900881747915,0.449105504151601,0.0515361544496648,0.00704146083886238,0.125487899325851,0.187365505869081,4.13498303534472e-05,0.00738320126471947,0,0.137141293417838,0.000496197985344948,0,1.2726827093551
170900030102,0.000125427651264137,0.0111151401987003,0.0264565256894136,0.00228079607171982,0.0361144434419816,0.323764101575304,0.021482508020811,0.0367090745719824,0.130392801698969,0.103667650924851,0.000292664536027998,0.00799601301111485,0.000303580783365484,0.299299267024663,0,0,2.24874046063501
170900030103,0.000309850358499919,0.00768684801944938,0.0287434389420809,0.00665171067367732,0.0338458770244474,0.24394773734828,0.0213232129555407,0.0855070595507758,0.0720307230761687,0.11304650584679,0.0476550190580597,0.0123379890339802,0.00112949747711818,0.322198780253914,0.00358543682533414,0,2.70296273374062
170900030104,0.000259163949585259,0.0106970466312759,0.00814796713186646,0.000389596170581392,0.0343269023108957,0.452083891618884,0.104299324031893,0.00456776417505669,0.114138576704852,0.210887127230587,0.00016255178676816,0.0120768395948307,0,0.0476932931413157,0.000269962424716663,0,1.45884952193062
170900030105,0.000342161094689004,0.00917255183916298,0.00519248188968657,0.000887342077395026,0.0196574386306382,0.473981627244163,0.0591819735354214,0.00491980786110879,0.128440008079082,0.194458292312342,0.000710642175100621,0.0107853063532345,0.000149734177785888,0.0911994470187659,0.000921203070321461,0,1.35396520177087
170900030106,0.000473342998058282,0.0125081592201013,0.230979457474386,0.13026870596036,0.0749298114052541,0.128758065845538,0.0140870639727491,0.0683571994881975,0.0335460005611346,0.0127857102053976,0.0255995800978403,0.00248850937899043,0.0395824028290667,0.225441771340355,0.000193900598753482,0,21.292859007578
170900030107,0.000566539323420718,0.00947168381995047,0.0286353034408543,0.00584078331059812,0.034040669954109,0.367711173536292,0.0246872368066801,0.0478673214232482,0.0736072580426594,0.116552913827505,0.0895543955662917,0.0220283194498294,0.00184304236033227,0.173229263141801,0.00436447666738237,0,2.68365118721486
170900030108,0,2.88678728165188e-05,0.131087113818664,0.145801392781043,0.0468404165455436,0.000221254125542478,0.000767733418641985,0.00537507275876173,0.000347809526235524,3.19439862196085e-05,0.00242741636886616,0.00170772347322443,0.117683425333232,0.466420000616947,0.0812597265758175,0,26.0889625102595
170900030109,0.000137168067952423,0.00856939230480574,0.0193412422419223,0.00273242780025943,0.0218841999133126,0.188687098132774,0.0504271084114384,0.0466560050821746,0.0544282091682841,0.0957384660004134,0.00247477202076704,0.00979627420516633,0.000304912743347154,0.482274813406046,0.0165479307667869,0,1.94234777222908
170900030110,4.80716567634906e-05,0.0107736359979103,0.0225297865676717,0.0034395498841916,0.0277142460524385,0.164900591581914,0.0344886430664876,0.017032895029144,0.0694932940470798,0.0758992268646404,0.00279532088341465,0.00687058947027776,0.00105718073799179,0.365809924186059,0.197147035046192,0,2.21279157367894
170900030201,1.01103733688618e-05,0.0193458921780756,0.0041225702050119,0.000460789572868442,0.046986384484495,0.440289650592685,0.0580226199085294,0.00648053773176348,0.214429546796194,0.108441275842032,0.000102760168563374,0.00820962340697106,5.05518666367381e-05,0.0921680971744723,0.00087960238771633,0,1.36975662630125
170900030202,0,0.0125220112963726,0.00489286227353925,0.00025308920985752,0.0430624660726051,0.585087674304747,0.0448670607474633,0.00357294767536242,0.178230680022839,0.0833035196048124,0.00104041395798454,0.00964836777497578,0,0.0333422370466758,0.000176674054224893,0,1.34237918266392
170900030203,0.000439630974021318,0.00814761783952409,0.0102903680723353,0.00213104995485916,0.0447428300870064,0.349643785418566,0.119878680967736,0.00390891885709241,0.177240708715991,0.103805039491023,4.95363245488443e-05,0.00982232464446994,0.000174212072433549,0.169725295166798,0,0,1.70207760700433
170900030204,0,0.00391896243705823,0.00761068188984176,0.00056717634600364,0.0606611218926251,0.653800225500355,0.030198549634283,0.00270767075375327,0.126053316503999,0.0523783572837854,0.000397074170557817,0.00546290171593879,2.97805650092951e-05,0.0561943137385331,1.98537103113536e-05,0,1.55544661944317
170900030205,0.000119683824563232,0.0213254916394677,0.048089430208266,0.0199364218767876,0.0787755573509034,0.238359243241271,0.033502350420784,0.0257570573655875,0.190063923454813,0.0805070919235911,0.00486947181892344,0.00942079683499219,0.00665208349959966,0.235164019528639,0.00745736937475403,0,4.94336156382768
170900030206,0.000321375666848498,0.00860779457040949,0.0154842639058707,0.000866694440334823,0.0374507892965603,0.331947588372292,0.081725210637048,0.00924081621616992,0.0856361216953262,0.158068536194011,0.000663879918769566,0.00820944183697229,4.85765775032027e-05,0.246854901325492,0.0148740106749419,0,1.77516619978142
170900030207,1.34866422356441e-05,0.00716239285619859,0.0098427712275816,0.000908497729881696,0.0519788588911456,0.428333051371085,0.0843125406604402,0.0102687751871672,0.0809986136479925,0.173944045987004,8.09198539644016e-05,0.00558031008903666,0.000499005770584443,0.144903395731318,0.00117333764652639,0,1.67152084576042
170900030208,0.000142022005642525,0.00674964322212056,0.0199618455195326,0.0019222433801752,0.0139366039290243,0.103291131936632,0.0293476134587571,0.129977628355226,0.0394377714671781,0.0487692955281272,0.00336118714623693,0.0133705270319101,0.000644257109349734,0.533020395343605,0.0560678254695851,0,1.9031225262509
170900030209,0.000270174429915812,0.00548242631339906,0.00794866788361991,0.000314876135488407,0.0345144781937953,0.366260889620158,0.0924124534525507,0.0111734383477711,0.0799134437171306,0.163546398015618,0.000570368386422974,0.00660426521816661,9.00581868892251e-05,0.226665346314888,0.00423273407094279,0,1.45367217566568
170900030210,0.000144828640765055,0.0127285088039484,0.0189537863563305,0.00180777436888491,0.0288647344440245,0.0755917040721115,0.00868157882823116,0.0636723703380682,0.033866417788018,0.0371164438039938,0.000518846221028266,0.0130756660951202,0.00124552654880568,0.61615810529118,0.0875736968040184,0,1.98731186222897
170900030211,9.25131389022621e-05,0.0228212643130063,0.105111855288887,0.0566031814678052,0.10345801084131,0.141906774118233,0.0129724162281741,0.024288496138417,0.100611998666073,0.0338791848436878,0.000201827455299515,0.0109959157036937,0.0214814105273727,0.330188512085776,0.0353866519644923,0,10.9737393204381
170900030301,0,0.00013634535402453,4.54484517491299e-05,9.08969040377902e-06,0.00272690714626581,0.745643781111491,0.0992767733229439,0,0.00723539324360744,0.144908081038873,9.08969033259412e-06,0,9.08969030836417e-06,0,0,0,1.12569149464244
170900030302,0.000455998273021245,0.00349403296442397,0,0,0,0.758886291569584,0.0782226593911891,0,0.0205099158970522,0.138431102043581,0,0,0,0,0,0,1.17049340595364
170900030303,0,0.00187794848736756,0,0,0,0.644373041025131,0.124861604885993,0,0.0365983254845192,0.176182297019983,6.01888334549597e-05,0.000135424839756761,0,0.0159111729150881,0,0,1.1428025686608
170900030304,0.000432586896816106,0.00267145461162845,0.00425845052933616,0.000565988769908616,0.0164495028711997,0.38870343605719,0.098472266081156,0.00104246358826527,0.0169580477500299,0.181854846536693,0.000411312138290148,0.000936089626866462,9.21906598289969e-05,0.284059431784811,0.00309193269038465,0,1.3438592382445
170900030305,8.22173249976157e-05,0.00962448991023767,0.0194577921745979,0.00569777463122665,0.0125682336569946,0.164840526018104,0.068036058246545,0.0146799727915709,0.0116932428631011,0.206600259611952,0.00250175585502595,0.00759801538471028,0.000735064192593198,0.410931167141211,0.0649534363459927,0,2.31468270053385
170900030306,0,0.00747787735127815,0.0134210742600942,0.00239101029163166,0.0192146198734157,0.191137586192621,0.0402947695234181,0.00260671419027545,0.0133359265752404,0.116074617374542,0.000511358740037687,0.000381553634502158,0.000353543762755742,0.550689684339945,0.0421095837003287,0,1.77705431996878
170900030307,0,0.00359058576359389,0.0153723250682496,0.00500183059156214,0.0174517779063871,0.173932730537697,0.0235392708051668,0.0152629953721712,0.0102790369792979,0.046944896690334,0.00152657167627123,0.00327291606019032,0.000990905870646636,0.622990976977444,0.0598431495369071,0,2.0629631899381
170900030308,0,0.000510788771466936,0.0286032822152929,0.00767927804718585,0.0156993005034051,0.0113981358857959,0.000102508434542266,0.0240050211596594,0.000432337499388523,0.00467319161677699,6.83389563835744e-05,0.00458959893240272,0.00178486533336597,0.672007175889299,0.228446442263257,0,2.70486481703117
170900030401,0,0.00605520681301481,0.0299645506855349,0.0135138227985282,0.0356803745625862,0.175096574094631,0.0270945730919293,0.00754214840322316,0.0109689948319352,0.0582970234063449,4.65381482535329e-05,0.00276901997049221,0.00232273987917483,0.596165505008381,0.0344829702306674,0,3.31211378537879
170900030402,0.000431002157675167,0,0.0827851153614379,0.060069207276932,0.0411105267467214,0,0.00216714932895122,0.0419732587107514,0,0,0.00364519060894025,0.00965880259043523,0.0354222005946527,0.574122572450297,0.148614990598168,0,11.2754673840092
170900030403,0,9.12546863411172e-06,0.0377322226322326,0.0169916587586755,0.0253149218100781,0.000474524429894018,0.000686921700164399,0.0510216994994734,0,0.000817560704219174,0.000950404259403827,0.0246785460485008,0.00567628114665237,0.625004069780301,0.210641995355605,0,4.03277433889323
170900030501,0.00102586883669488,0.0114407739479523,0.00223222783545607,0.0001139854222844,0.0581381714388425,0.454119938144299,0.0643091223232847,0.00100687125903211,0.180772478976628,0.207410063871271,0,0.019392521099085,3.7995140802619e-05,0,0,0,1.3131569312794
170900030502,0.000168668401816397,0.0133862814751257,0.00241061758964157,0.000143353405091885,0.0432101873875747,0.406322699309673,0.0587066541667548,0.00630754960525055,0.208483653752642,0.191634425823395,0.000410946397328184,0.0133853557592378,0,0.0547674259800836,0.000662176341324979,0,1.26073049598504
170900030503,8.87900402452094e-05,0.0105640390158703,0.00479176015860798,0.0003107651714231,0.0527056272567149,0.278441068571186,0.0461673987321197,0.0026415039919371,0.163720410039584,0.259323170643083,0.000531020506424265,0.00701861320347639,0,0.170347215138719,0.00334862895164667,0,1.3676467515218
170900030504,0.000295922344212597,0.0115958497873355,0.00318138353155271,0.000175094211861666,0.0563356030727655,0.412840832630196,0.0967565398364005,0.00636984939374114,0.18075821987339,0.172888352718713,5.8364729631683e-05,0.0124908070360348,0,0.0460080483163481,0.000245131884645354,0,1.33514036271844
170900030505,0.000373972259054784,0.0112023585546085,0.00916085723653249,0.000511987652632732,0.0289131279668551,0.205854251628114,0.0702189642795982,0.0272197556099032,0.149095551471964,0.125179831700668,7.07515240454409e-05,0.0205928244657354,1.01073606525325e-05,0.231846883171711,0.119748811965639,0,1.49282081942236
170900030506,0.00176303537904441,0.00363875960898232,0.00505378812500049,0.0001582069473348,0.083434290197711,0.426991276507102,0.169769580809375,0.00160184552018474,0.0523785789703064,0.249752471135263,1.97758685886463e-05,0.00539881287508324,1.97758684832151e-05,1.9775868629902e-05,0,0,1.535344992372
170900030507,0.000315231687857007,0.016400851153897,0.0128115347841991,0.00139618676973942,0.0657981501840704,0.322913352083398,0.0910700469165155,0.00984749433155329,0.137858309411865,0.200099738964966,0.000132970175260409,0.00842900272654658,8.54808096517045e-05,0.127709496941725,0.00513215331607802,0,1.85571953749022
170900030508,0.000244823237837265,0.0270544598044511,0.0177178080854789,0.00167765241549691,0.0318831323608624,0.0886374905150607,0.0345242753003489,0.0270082064948093,0.170856945055095,0.0796996283844041,0.000571254254150984,0.0106469309826529,0.00038083620725811,0.401756899559726,0.107339689204333,0,1.9019257721923
170900030509,0.000139294236845344,0.0136853757233205,0.00953158756798981,0.00176117358877482,0.053906317044501,0.34114297431711,0.0353936119553118,0.041167722710128,0.191374011972355,0.0977476216672,0.000227269116126928,0.00548147724792157,0.000440626408526786,0.184921695552024,0.0230792480631334,0,1.67145185095996
170900030510,0.000153509707925582,0.0212932222315651,0.00984226893547015,0.0012381269890664,0.02936979326958,0.125753517554404,0.0642968756556864,0.00837486320818332,0.069341939933145,0.0940243835682545,0.00172272069284251,0.00405932991341391,0.000341132726082907,0.337362221066834,0.232826094897413,0,1.56150958353441
170900030511,0.000937412887759272,0.00270576772487468,0.0571199565227765,0.00816248881060597,0.0423056447960406,0.0220683936334198,0.000600409352104943,0.0772070893575444,0.0143346850992398,0.00401073417984349,0.00168114586989356,0.0349638800573072,0.0024752406941401,0.346704855653683,0.38472211055402,0,3.80936763177814
170900030512,0.000249137571914982,0.0136555480650426,0.0274755109781419,0.00186167058690997,0.0215017617393348,0.0317661651328451,0.00442474950331007,0.0257873435918887,0.0358472076861376,0.0104192591141341,0.0030001551896695,0.0618050403140231,0.00065160190073018,0.389672125935074,0.371882780760709,0,2.18282961739747
